ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
IPI00222321	"13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930422O05 product:similar to BBP-LIKE PROTEIN 2	261	i230-252o	i(1-230=230) o(252-261=230)	NVS(101)/i 
IPI00279051	RIKEN cDNA A930025J1	500	i230-252o262-281i337-359o363-385i406-428o448-465i	i(1-230=230) o(252-262=11) i(281-337=57) o(359-363=5) i(385-406=22) o(428-448=21) i(465-500=36)	NAT(161)/i NVT(164)/i 
IPI00307966	ADP-ribosyl cyclase 	304	i23-45o	i(1-23=23) o(45-304=23)	NKT(124)/o 
IPI00458003	Ectonucleotide pyrophosphatase/phosphodiesterase 	874	i23-45o	i(1-23=23) o(45-874=23)	NLS(594)/o 
IPI00269674	Fc epsilon receptor II subtype b variant b delta 	309	i25-47o	i(1-25=25) o(47-309=25)	NVS(64)/o 
IPI00112614	ATP-binding cassette sub-family A member 	2261	i25-47o639-661i681-703o718-740i745-767o777-797i818-840o1346-1368i1655-1677o1702-1724i1737-1759o1769-1791i1848-1870o	i(1-25=25) o(47-639=593) i(661-681=21) o(703-718=16) i(740-745=6) o(767-777=11) i(797-818=22) o(840-1346=507) i(1368-1655=288) o(1677-1702=26) i(1724-1737=14) o(1759-1769=11) i(1791-1848=58) o(1870-2261=58)	NKS(98)/o NET(489)/o 
IPI00227906	Splice Isoform 4 of Sodium- and chloride-dependent transporter XTRP	552	i26-45o55-77i98-120o176-198i207-229o253-275i288-310o399-421i442-464o474-496i	i(1-26=26) o(45-55=11) i(77-98=22) o(120-176=57) i(198-207=10) o(229-253=25) i(275-288=14) o(310-399=90) i(421-442=22) o(464-474=11) i(496-552=57)	NAT(353)/o 
IPI00121740	Splice Isoform A of Low affinity immunoglobulin epsilon Fc recepto	331	i26-48o	i(1-26=26) o(48-331=26)	NLT(114)/o 
IPI00122368	P2X4c receptor subuni	366	i28-50o317-339i	i(1-28=28) o(50-317=268) i(339-366=28)	NTS(75)/o NCT(131)/o 
IPI00471089	"Adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530081G07 product:purinergic receptor P2X, ligand-gated ion channel 4, full insert sequence	388	i28-50o339-361i	i(1-28=28) o(50-339=290) i(361-388=28)	NQT(110)/o 
IPI00275834	"Transmembrane protease, serine 4	435	i29-51o	i(1-29=29) o(51-435=29)	NGS(176)/o 
IPI00461861	Neprilysi	750	i29-51o	i(1-29=29) o(51-750=29)	NES(145)/o NAT(285)/o 
IPI00221859	"11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5031413M14 product:hypothetical Eukaryotic protein of unknown function, DUF284 containing protein, full insert sequence	353	i29-51o318-340i	i(1-29=29) o(51-318=268) i(340-353=14)	NYS(273)/o 
IPI00122101	Splice Isoform GlyT-1A of Sodium- and chloride-dependent glycine transporter 	633	i29-51o61-83i114-136o213-235i242-264o291-313i326-348o375-397i426-448o458-480i501-520o535-557i	i(1-29=29) o(51-61=11) i(83-114=32) o(136-213=78) i(235-242=8) o(264-291=28) i(313-326=14) o(348-375=28) i(397-426=30) o(448-458=11) i(480-501=22) o(520-535=16) i(557-633=77)	NLS(177)/o NYT(183)/o 
IPI00468236	Splice Isoform 1 of Transmembrane protein 16	911	i296-318o371-393i459-481o506-528i556-573o672-694i722-744o826-848i	i(1-296=296) o(318-371=54) i(393-459=67) o(481-506=26) i(528-556=29) o(573-672=100) i(694-722=29) o(744-826=83) i(848-911=64)	NIT(362)/o NGT(494)/o 
IPI00403226	"0 day neonate skin cDNA, RIKEN full-length enriched library, clone:4631409B15 product:hypothetical protein, full insert sequence	212	i31-48o166-188i	i(1-31=31) o(48-166=119) i(188-212=25)	NDS(72)/o 
IPI00115892	"Splice Isoform Long of H-2 class II histocompatibility antigen, gamma chain	279	i32-54o	i(1-32=32) o(54-279=32)	NVT(113)/o NMT(119)/o 
IPI00169896	Splice Isoform 2 of Choline transporter-like protein 	704	i32-54o229-251i253-275o312-334i355-377o453-475i496-518o560-582i598-620o635-657i	i(1-32=32) o(54-229=176) i(251-253=3) o(275-312=38) i(334-355=22) o(377-453=77) i(475-496=22) o(518-560=43) i(582-598=17) o(620-635=16) i(657-704=48)	NET(185)/o 
IPI00265095	Splice Isoform 2 of Transmembrane protein 16	484	i32-54o79-101i129-146o245-267i295-317o399-421i	i(1-32=32) o(54-79=26) i(101-129=29) o(146-245=100) i(267-295=29) o(317-399=83) i(421-484=64)	NYT(376)/o 
IPI00317488	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:G530025F22 product:hypothetical Twin-arginine translocation pathway signal containing protein, full insert sequence	656	i33-55o189-211i269-288o303-322i335-354o369-391i411-433o494-516i523-545o560-582i587-609o629-648i	i(1-33=33) o(55-189=135) i(211-269=59) o(288-303=16) i(322-335=14) o(354-369=16) i(391-411=21) o(433-494=62) i(516-523=8) o(545-560=16) i(582-587=6) o(609-629=21) i(648-656=9)	NYS(157)/o 
IPI00469280	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830025I04 product:solute carrier family 30	460	i34-51o61-83i96-118o133-155i200-219o229-251i	i(1-34=34) o(51-61=11) i(83-96=14) o(118-133=16) i(155-200=46) o(219-229=11) i(251-460=210)	NVS(395)/i 
IPI00461438	"10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732483D01 product:long chain fatty acyl elongase, full insert sequence	267	i34-51o66-88i137-154o159-181i194-216o231-253i	i(1-34=34) o(51-66=16) i(88-137=50) o(154-159=6) i(181-194=14) o(216-231=16) i(253-267=15)	NMS(2)/i 
IPI00129304	"7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730023E20 product:collectin sub-family member 12, full insert sequence	742	i34-56o	i(1-34=34) o(56-742=34)	NNS(159)/o NKT(168)/o NNT(386)/o NVT(67)/o 
IPI00454043	Choline transporter-like protein 	707	i34-56o226-248i250-272o306-328i354-376o451-473i494-516o556-578i594-616o631-653i	i(1-34=34) o(56-226=171) i(248-250=3) o(272-306=35) i(328-354=27) o(376-451=76) i(473-494=22) o(516-556=41) i(578-594=17) o(616-631=16) i(653-707=55)	NST(67)/o 
IPI00649186	Splice Isoform 1 of Choline transporter-like protein 	706	i34-56o231-253i255-277o314-336i357-379o455-477i498-520o562-584i600-622o637-659i	i(1-34=34) o(56-231=176) i(253-255=3) o(277-314=38) i(336-357=22) o(379-455=77) i(477-498=22) o(520-562=43) i(584-600=17) o(622-637=16) i(659-706=48)	NIT(200)/o 
IPI00121550	Sodium/potassium-transporting ATPase beta-1 chai	304	i35-57o	i(1-35=35) o(57-304=35)	NCS(158)/o 
IPI00130389	"Visual cortex cDNA, RIKEN full-length enriched library, clone:K530020M04 product:dipeptidylpeptidase 6, full insert sequence	804	i35-57o	i(1-35=35) o(57-804=35)	NVS(343)/o NYS(752)/o 
IPI00221418	"NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630101D12 product:hypothetical Phospholipase D/Transphosphatidylase/Phospholipase D phosphodiesterase active site profile containing protein, full insert sequence	503	i35-57o	i(1-35=35) o(57-503=35)	NIS(169)/o NHS(415)/o 
IPI00177249	"NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630043M14 product:hypothetical protein, full insert sequence	697	i35-57o63-85i92-109o170-192i199-216o226-248i261-283o298-320i359-378o	i(1-35=35) o(57-63=7) i(85-92=8) o(109-170=62) i(192-199=8) o(216-226=11) i(248-261=14) o(283-298=16) i(320-359=40) o(378-697=40)	NST(548)/o 
IPI00225530	"Adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630015N03 product:solute carrier family 24 (sodium/potassium/calcium exchanger), member 2, full insert sequence	666	i36-58o136-158i178-200o205-227i234-256o261-280i476-493o503-525i570-592o607-629i636-655o	i(1-36=36) o(58-136=79) i(158-178=21) o(200-205=6) i(227-234=8) o(256-261=6) i(280-476=197) o(493-503=11) i(525-570=46) o(592-607=16) i(629-636=8) o(655-666=8)	NLS(439)/i 
IPI00221998	Adipocyte plasma membrane-associated protei	415	i37-59o	i(1-37=37) o(59-415=37)	NGT(159)/o 
IPI00124221	Sodium/potassium-transporting ATPase beta-3 chai	278	i38-60o	i(1-38=38) o(60-278=38)	NLT(124)/o NAT(197)/o 
IPI00130624	Schwannoma-associated protei	488	i38-60o	i(1-38=38) o(60-488=38)	NCS(234)/o 
IPI00396687	Inactive dipeptidyl peptidase 1	800	i38-60o	i(1-38=38) o(60-800=38)	NYT(752)/o 
IPI00123704	Sodium/potassium-transporting ATPase beta-2 chai	290	i39-61o	i(1-39=39) o(61-290=39)	NDS(118)/o NQS(193)/o NVT(197)/o NYT(238)/o 
IPI00124269	Potassium-transporting ATPase beta chai	294	i39-61o	i(1-39=39) o(61-294=39)	NCT(130)/o NHT(146)/o NGT(225)/o NCS(161)/o NNT(193)/o 
IPI00461577	"Adult male tongue cDNA, RIKEN full-length enriched library, clone:2310038C11 product:ATPase, H+/K+ transporting, beta polypeptide, gastric specific, full insert sequence	272	i39-61o	i(1-39=39) o(61-272=39)	NVS(99)/o NSS(103)/o 
IPI00113411	Osteoblast differentiation promoting facto	539	i39-61o85-107i120-142o157-176i189-211o491-513i	i(1-39=39) o(61-85=25) i(107-120=14) o(142-157=16) i(176-189=14) o(211-491=281) i(513-539=27)	NQT(333)/o 
IPI00129677	Asialoglycoprotein receptor major subuni	284	i40-62o	i(1-40=40) o(62-284=40)	NFS(75)/o NLT(78)/o 
IPI00117986	CIP	914	i41-63o73-95i116-138o166-188i193-215o263-285i297-319o342-364i377-399o419-441i453-475o	i(1-41=41) o(63-73=11) i(95-116=22) o(138-166=29) i(188-193=6) o(215-263=49) i(285-297=13) o(319-342=24) i(364-377=14) o(399-419=21) i(441-453=13) o(475-914=13)	NAS(228)/o 
IPI00330594	C-type lectin domain family 4 member 	548	i43-65o	i(1-43=43) o(65-548=43)	NSS(115)/o 
IPI00348586	"Adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530016O06 product:hypothetical SUR2-type hydroxylase/desaturase catalytic domain containing protein, full insert sequence	447	i44-61o114-131i168-190o364-383i411-433o	i(1-44=44) o(61-114=54) i(131-168=38) o(190-364=175) i(383-411=29) o(433-447=29)	NVS(9)/i 
IPI00115397	B-cell surface protein CD20 homolo	291	i44-66o76-98i111-133o184-206i	i(1-44=44) o(66-76=11) i(98-111=14) o(133-184=52) i(206-291=86)	NSS(165)/o 
IPI00114279	Excitatory amino acid transporter 	543	i44-66o89-111i123-145o240-259i280-302o317-339i346-368o392-414i421-443o453-475i	i(1-44=44) o(66-89=24) i(111-123=13) o(145-240=96) i(259-280=22) o(302-317=16) i(339-346=8) o(368-392=25) i(414-421=8) o(443-453=11) i(475-543=69)	NET(206)/o NVS(216)/o 
IPI00310754	Langeri	331	i45-67o	i(1-45=45) o(67-331=45)	NIS(90)/o 
IPI00470184	Splice Isoform Glt-1 of Excitatory amino acid transporter 	572	i45-67o91-108i120-142o241-258i279-301o316-338i345-367o407-429i436-458o	i(1-45=45) o(67-91=25) i(108-120=13) o(142-241=100) i(258-279=22) o(301-316=16) i(338-345=8) o(367-407=41) i(429-436=8) o(458-572=8)	NET(215)/o NTT(205)/o 
IPI00113042	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4932410E13 product:N-acetylated alpha-linked acidic dipeptidase 2, full insert sequence	778	i47-69o	i(1-47=47) o(69-778=47)	NVS(352)/o 
IPI00225374	Uronyl 2-sulfotransferas	407	i49-71o	i(1-49=49) o(71-407=49)	NMT(320)/o 
IPI00410796	"Adult inner ear cDNA, RIKEN full-length enriched library, clone:F930021G24 product:Hypothetical quinoprotein alcohol dehydrogenase structure containing protein, full insert sequence	555	i50-72o	i(1-50=50) o(72-555=50)	NGT(392)/o 
IPI00459077	"10 days lactation, adult female mammary gland cDNA, RIKEN full-length enriched library, clone:D730047H02 product:similar to MACROPHAGE GALACTOSE N-ACETYL-GALACTOSAMINE SPECIFIC LECTIN	381	i50-72o	i(1-50=50) o(72-381=50)	NTT(91)/o 
IPI00113726	Laminin alpha-1 chain	3084	i5-22o	i(1-5=5) o(22-3084=5)	NNT(562)/o NHS(1414)/o NAT(2055)/o NST(2067)/o NTS(2046)/o NFT(1718)/o NAT(1725)/o NIS(1344)/o NVT(1812)/o NHS(1763)/o NQT(1686)/o 
IPI00128484	Hemopexin	460	i5-22o	i(1-5=5) o(22-460=5)	NGS(419)/o NCT(186)/o NGT(38)/o 
IPI00463489	"Visual cortex cDNA, RIKEN full-length enriched library, clone:K230009E18 product:Opioid binding protein/cell adhesion molecule (OBCAM) (Opioid-binding cell adhesion molecule) (OPCML) homolog	337	i5-24o	i(1-5=5) o(24-337=5)	NVS(277)/o NYT(285)/o 
IPI00120227	Macrophage receptor MARC	518	i52-74o	i(1-52=52) o(74-518=52)	NLT(138)/o 
IPI00648026	Endothelin-converting enzyme-1	753	i52-74o	i(1-52=52) o(74-753=52)	NES(345)/o 
IPI00403586	"Adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230106I24 product:hypothetical Lipolytic enzymes/Esterase/lipase/thioesterase family active site containing protein, full insert sequence	408	i5-27o	i(1-5=5) o(27-408=5)	NHT(270)/o 
IPI00460063	Prenylcysteine oxidase	505	i5-27o	i(1-5=5) o(27-505=5)	NIT(323)/o NST(353)/o 
IPI00469542	Histidine-rich calcium-binding protei	738	i5-27o	i(1-5=5) o(27-738=5)	NVS(102)/o 
IPI00115089	Splice Isoform Long of Ectonucleoside triphosphate diphosphohydrolase 	495	i5-27o461-483i	i(1-5=5) o(27-461=435) i(483-495=13)	NLT(129)/o 
IPI00134691	"UDP-glucuronosyltransferase 1-1 , microsomal	535	i5-27o493-515i	i(1-5=5) o(27-493=467) i(515-535=21)	NVT(89)/o 
IPI00229528	"Adult male brain UNDEFINED_CELL_LINE cDNA, RIKEN full-length enriched library, clone:M5C1087M14 product:brain-specific angiogenesis inhibitor 1, full insert sequence	1582	i5-27o948-970i982-1004o1009-1031i1053-1072o1092-1114i1135-1157o	i(1-5=5) o(27-948=922) i(970-982=13) o(1004-1009=6) i(1031-1053=23) o(1072-1092=21) i(1114-1135=22) o(1157-1582=22)	NNS(401)/o 
IPI00114810	Suppressor of tumorigenicity 1	855	i55-77o	i(1-55=55) o(77-855=55)	NQT(772)/o 
IPI00265291	Ectonucleotide pyrophosphatase/phosphodiesterase 1 allotype 	905	i57-79o	i(1-57=57) o(79-905=57)	NGS(323)/o NAS(267)/o 
IPI00109108	"2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430002M11 product:intergral membrane protein 1, full insert sequence	753	i64-86o131-153i160-179o189-211i218-235o250-272i284-306o316-334i346-368o409-431i452-474o504-526i	i(1-64=64) o(86-131=46) i(153-160=8) o(179-189=11) i(211-218=8) o(235-250=16) i(272-284=13) o(306-316=11) i(334-346=13) o(368-409=42) i(431-452=22) o(474-504=31) i(526-753=228)	NNT(592)/i NNT(596)/i 
IPI00116056	Sodium-dependent noradrenaline transporte	617	i65-84o94-116i136-158o231-253i262-284o308-330i343-365o395-417i444-466o476-498i519-538o553-575i	i(1-65=65) o(84-94=11) i(116-136=21) o(158-231=74) i(253-262=10) o(284-308=25) i(330-343=14) o(365-395=31) i(417-444=28) o(466-476=11) i(498-519=22) o(538-553=16) i(575-617=43)	NAS(192)/o 
IPI00187289	"10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2610511E24 product:hypothetical protein, full insert sequence	350	i65-87o	i(1-65=65) o(87-350=65)	NYT(155)/o NHT(162)/o 
IPI00396840	Endothelin-converting enzyme-1	769	i68-90o	i(1-68=68) o(90-769=68)	NAT(165)/o 
IPI00120751	"Adult male brain UNDEFINED_CELL_LINE cDNA, RIKEN full-length enriched library, clone:M5C1016E12 product:Proton myo-inositol transporter homolog	637	i68-90o110-132i139-158o163-185i197-219o229-248i314-336o351-373i385-407o496-518i531-553o558-580i	i(1-68=68) o(90-110=21) i(132-139=8) o(158-163=6) i(185-197=13) o(219-229=11) i(248-314=67) o(336-351=16) i(373-385=13) o(407-496=90) i(518-531=14) o(553-558=6) i(580-637=58)	NGS(447)/o 
IPI00124836	Beta-sarcoglyca	320	i70-92o	i(1-70=70) o(92-320=70)	NAT(213)/o 
IPI00114839	Splice Isoform 1 of Mucolipin-	580	i70-92o299-321i348-370o385-407i428-450o495-517i	i(1-70=70) o(92-299=208) i(321-348=28) o(370-385=16) i(407-428=22) o(450-495=46) i(517-580=64)	NDT(179)/o 
IPI00115599	"Corticosteroid 11-beta-dehydrogenase, isozyme 1	292	i7-24o	i(1-7=7) o(24-292=7)	NGS(162)/o 
IPI00467985	"ES cells cDNA, RIKEN full-length enriched library, clone:C330026G04 product:low density lipoprotein receptor-related protein 2, full insert sequence	426	i7-24o	i(1-7=7) o(24-426=7)	NAT(299)/o NCT(178)/o 
IPI00349520	PREDICTED: similar to low density lipoprotein receptor-related protein 	4660	i7-24o4425-4447i	i(1-7=7) o(24-4425=4402) i(4447-4660=214)	NGS(2131)/o NFT(2134)/o NRT(2225)/o NST(2782)/o NQS(4329)/o NNS(2396)/o NQS(1676)/o NCT(3566)/o NNT(3317)/o NQT(2488)/o 
IPI00111013	Cathepsin D	410	i7-26o	i(1-7=7) o(26-410=7)	NVT(261)/o 
IPI00113057	Plasma kallikrein	638	i7-26o	i(1-7=7) o(26-638=7)	NIS(127)/o NYT(494)/o 
IPI00165768	Proto-oncogene protein c-ro	2340	i7-26o	i(1-7=7) o(26-2340=7)	NVS(2218)/o 
IPI00467883	Glycosyltransferase 8 domain containing 	371	i7-26o	i(1-7=7) o(26-371=7)	NVT(257)/o 
IPI00118173	Membrane copper amine oxidas	765	i7-29o	i(1-7=7) o(29-765=7)	NVS(137)/o 
IPI00122522	Gamma-glutamyltranspeptidase 1	568	i7-29o	i(1-7=7) o(29-568=7)	NMS(343)/o NTT(510)/o NGS(229)/o NTT(114)/o NNS(119)/o 
IPI00122557	Esterase 31-lik	571	i7-29o	i(1-7=7) o(29-571=7)	NIS(311)/o NDS(317)/o 
IPI00125813	Dipeptidyl peptidase 	760	i7-29o	i(1-7=7) o(29-760=7)	NNT(144)/o NET(514)/o 
IPI00268475	SialoadheSi	1605	i7-29o	i(1-7=7) o(29-1605=7)	NTS(1253)/o NET(346)/o 
IPI00378366	N-acetylated-alpha-linked acidic dipeptidase-like protei	745	i7-29o	i(1-7=7) o(29-745=7)	NIS(620)/o NTS(279)/o NGS(329)/o 
IPI00380717	"13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330004H12 product:gamma-glutamyltransferase-like activity 1, full insert sequence	573	i7-29o	i(1-7=7) o(29-573=7)	NIS(347)/o 
IPI00653175	"8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730407E21 product:acid phosphatase 2, lysosomal, full insert sequence	407	i7-29o	i(1-7=7) o(29-407=7)	NTS(92)/o NET(167)/o 
IPI00329927	Neurofascin	1240	i7-29o1109-1131i	i(1-7=7) o(29-1109=1081) i(1131-1240=110)	NVT(1015)/o NHT(1047)/o NFS(877)/o NQT(881)/o 
IPI00466371	"16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630012J05 product:integrin alpha 1, full insert sequence	1179	i7-29o1142-1164i	i(1-7=7) o(29-1142=1114) i(1164-1179=16)	NMT(112)/o NVT(217)/o NTT(418)/o NSS(1113)/o NIT(882)/o NQT(531)/o NTS(100)/o NVT(105)/o NHT(459)/o 
IPI00154056	Lysosomal acid phosphatase	423	i7-29o382-404i	i(1-7=7) o(29-382=354) i(404-423=20)	NLT(267)/o 
IPI00345286	"0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030028C07 product:hypothetical Threonine-rich region profile containing protein, full insert sequence	500	i7-29o428-450i	i(1-7=7) o(29-428=400) i(450-500=51)	NTT(108)/o 
IPI00127447	Lysosome membrane protein I	478	i7-29o434-456i	i(1-7=7) o(29-434=406) i(456-478=23)	NES(412)/o NQS(122)/o NGT(105)/o 
IPI00331214	Platelet glycoprotein I	472	i7-29o444-466i	i(1-7=7) o(29-444=416) i(466-472=7)	NLS(235)/o NGT(247)/o NDT(205)/o NET(417)/o NIT(102)/o NCT(321)/o 
IPI00136915	2-hydroxyacylsphingosine 1-beta-galactosyltransferase	541	i7-29o473-495i	i(1-7=7) o(29-473=445) i(495-541=47)	NST(78)/o 
IPI00471231	"Adult male liver tumor cDNA, RIKEN full-length enriched library, clone:C730037I10 product:similar to UDP GLUCURONOSYLTRANSFERASE UGT2A3	534	i7-29o493-515i	i(1-7=7) o(29-493=465) i(515-534=20)	NMT(204)/o 
IPI00138180	Vascular endothelial-cadherin	784	i7-29o598-620i	i(1-7=7) o(29-598=570) i(620-784=165)	NFT(523)/o NIT(535)/o 
IPI00311731	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4930433D02 product:Rhesus blood group-associated C glycoprotein, full insert sequence	498	i7-29o64-82i89-111o126-145i152-174o179-201i214-236o251-273i280-302o307-329i341-363o395-417i	i(1-7=7) o(29-64=36) i(82-89=8) o(111-126=16) i(145-152=8) o(174-179=6) i(201-214=14) o(236-251=16) i(273-280=8) o(302-307=6) i(329-341=13) o(363-395=33) i(417-498=82)	NIS(48)/o 
IPI00622082	Angiopoietin-1 receptor	1122	i7-29o747-769i	i(1-7=7) o(29-747=719) i(769-1122=354)	NLT(595)/o 
IPI00377642	Pituitary tumor-transforming gene 1 protein-interacting protein	174	i7-29o94-116i	i(1-7=7) o(29-94=66) i(116-174=59)	NRS(42)/o 
IPI00114641	CD98 heavy chai	526	i76-98o	i(1-76=76) o(98-526=76)	NET(166)/o NMT(399)/o NIT(259)/o NES(385)/o 
IPI00119952	Splice Isoform 1 of Neuronal membrane glycoprotein M6-	328	i78-100o129-151i171-193o264-286i	i(1-78=78) o(100-129=30) i(151-171=21) o(193-264=72) i(286-328=43)	NGT(217)/o 
IPI00463492	Tmem2 protei	1383	i83-105o	i(1-83=83) o(105-1383=83)	NES(292)/o 
IPI00461384	"15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930033O22 product:MYELOBLAST KIAA0230 homolog	1475	i9-26o	i(1-9=9) o(26-1475=9)	NIT(1277)/o 
IPI00123619	"Cytochrome P450, family 2, subfamily d, polypeptide 22	500	i9-28o	i(1-9=9) o(28-500=9)	NLS(401)/o 
IPI00118069	Tissue factor	294	i9-31o253-275i	i(1-9=9) o(31-253=223) i(275-294=20)	NYT(57)/o 
IPI00461517	OTTMUSP0000000050	312	i9-31o41-63i87-109o124-146i233-255o	i(1-9=9) o(31-41=11) i(63-87=25) o(109-124=16) i(146-233=88) o(255-312=88)	NMS(155)/i 
IPI00116921	Scavenger receptor class B member 	509	i9-31o440-462i	i(1-9=9) o(31-440=410) i(462-509=48)	NGS(310)/o NVS(330)/o 
IPI00120907	"Oligopeptide transporter, small intestine isoform	709	i9-31o51-73i85-107o122-144i164-186o201-223i280-297o327-349i361-380o621-643i650-672o	i(1-9=9) o(31-51=21) i(73-85=13) o(107-122=16) i(144-164=21) o(186-201=16) i(223-280=58) o(297-327=31) i(349-361=13) o(380-621=242) i(643-650=8) o(672-709=8)	NMT(406)/o NTT(532)/o NIS(439)/o 
IPI00134191	"Solute carrier family 2, facilitated glucose transporter member 3	493	i9-31o59-81i94-111o121-143i156-178o304-326i333-355o365-387i400-422o426-448i	i(1-9=9) o(31-59=29) i(81-94=14) o(111-121=11) i(143-156=14) o(178-304=127) i(326-333=8) o(355-365=11) i(387-400=14) o(422-426=5) i(448-493=46)	NYT(43)/o 
IPI00314355	B-cell differentiation antigen CD7	354	i96-118o	i(1-96=96) o(118-354=96)	NSS(136)/o 
IPI00330680	RIKEN cDNA 2310036D2	275	i97-119o	i(1-97=97) o(119-275=97)	NIT(184)/o 
