IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
sp|Q06051|YL400|YEAST	157	o42-64i	o(1-42=42) i(64-157=94)	o(1-42=42)	i(64-157=94)	42	94	42	94
sp|Q8TGT1|YL406|YEAST	49	i5-27o	i(1-5=5) o(27-49=23)	i(1-5=5)	o(27-49=23)	5	23	23	5
sp|P0CY00|YL66A|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|P0CY01|YL67A|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|B3LTC4|YLL53|YEAS1	152	o10-32i39-58o68-90i111-133o	o(1-10=10) i(32-39=8) o(58-68=11) i(90-111=22) o(133-152=20)	o(1-10=10)	o(133-152=20)	10	20	13	15
sp|C7GNE2|YLL53|YEAS2	152	o10-32i39-58o68-90i111-133o	o(1-10=10) i(32-39=8) o(58-68=11) i(90-111=22) o(133-152=20)	o(1-10=10)	o(133-152=20)	10	20	13	15
sp|A7A0K7|YLL53|YEAS7	152	o10-32i39-58o68-90i111-133o	o(1-10=10) i(32-39=8) o(58-68=11) i(90-111=22) o(133-152=20)	o(1-10=10)	o(133-152=20)	10	20	13	15
sp|C8ZCS2|YLL53|YEAS8	152	o10-32i39-58o68-90i111-133o	o(1-10=10) i(32-39=8) o(58-68=11) i(90-111=22) o(133-152=20)	o(1-10=10)	o(133-152=20)	10	20	13	15
sp|P0CD98|YLL53|YEAST	152	o10-32i39-58o68-90i111-133o	o(1-10=10) i(32-39=8) o(58-68=11) i(90-111=22) o(133-152=20)	o(1-10=10)	o(133-152=20)	10	20	13	15
sp|Q6B0Y6|YM052|YEAST	121	i2-24o48-70i90-112o	i(1-2=2) o(24-48=25) i(70-90=21) o(112-121=10)	i(1-2=2)	o(112-121=10)	2	10	17	11
sp|Q04487|YM07|YEAST	196	i96-118o138-160i173-195o	i(1-96=96) o(118-138=21) i(160-173=14) o(195-196=2)	i(1-96=96)	o(195-196=2)	96	2	11	55
sp|Q6B0Z2|YM101|YEAST	105	i20-42o	i(1-20=20) o(42-105=64)	i(1-20=20)	o(42-105=64)	20	64	64	20
sp|Q8TGS7|YM182|YEAST	28	i5-27o	i(1-5=5) o(27-28=2)	i(1-5=5)	o(27-28=2)	5	2	2	5
sp|Q6B0R2|YM193|YEAST	128	i46-65o94-116i	i(1-46=46) o(65-94=30) i(116-128=13)	i(1-46=46)	i(116-128=13)	46	13	30	29
sp|Q04018|YM79|YEAST	355	i7-26o	i(1-7=7) o(26-355=330)	i(1-7=7)	o(26-355=330)	7	330	330	7
sp|Q04838|YM88|YEAST	102	o43-62i	o(1-43=43) i(62-102=41)	o(1-43=43)	i(62-102=41)	43	41	43	41
sp|P0CL29|YML33|YEAST	191	o4-26i168-187o	o(1-4=4) i(26-168=143) o(187-191=5)	o(1-4=4)	o(187-191=5)	4	5	4	143
sp|P0CL35|YML3B|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|Q03102|YMN1|YEAST	365	i134-153o168-190i	i(1-134=134) o(153-168=16) i(190-365=176)	i(1-134=134)	i(190-365=176)	134	176	16	155
sp|Q04436|YMZ3|YEAST	120	i5-27o	i(1-5=5) o(27-120=94)	i(1-5=5)	o(27-120=94)	5	94	94	5
sp|P53827|YN43|YEAST	115	o45-67i	o(1-45=45) i(67-115=49)	o(1-45=45)	i(67-115=49)	45	49	45	49
sp|P53825|YN64|YEAST	131	i60-82o102-124i	i(1-60=60) o(82-102=21) i(124-131=8)	i(1-60=60)	i(124-131=8)	60	8	21	34
sp|P53748|YN91|YEAST	327	i13-35o50-72i105-127o142-164i196-218o238-260i273-295o300-322i	i(1-13=13) o(35-50=16) i(72-105=34) o(127-142=16) i(164-196=33) o(218-238=21) i(260-273=14) o(295-300=6) i(322-327=6)	i(1-13=13)	i(322-327=6)	13	6	14	20
sp|P0CL36|YNL33|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|P0CL30|YNL39|YEAST	191	o4-26i168-187o	o(1-4=4) i(26-168=143) o(187-191=5)	o(1-4=4)	o(187-191=5)	4	5	4	143
sp|P53906|YNO6|YEAST	100	i12-31o82-99i	i(1-12=12) o(31-82=52) i(99-100=2)	i(1-12=12)	i(99-100=2)	12	2	52	7
sp|P53856|YNX5|YEAST	143	i64-86o	i(1-64=64) o(86-143=58)	i(1-64=64)	o(86-143=58)	64	58	58	64
sp|Q3E735|YO034|YEAST	80	o10-29i	o(1-10=10) i(29-80=52)	o(1-10=10)	i(29-80=52)	10	52	10	52
sp|Q08207|YO035|YEAST	100	i7-29o76-98i	i(1-7=7) o(29-76=48) i(98-100=3)	i(1-7=7)	i(98-100=3)	7	3	48	5
sp|Q08205|YO037|YEAST	117	i48-70o85-107i	i(1-48=48) o(70-85=16) i(107-117=11)	i(1-48=48)	i(107-117=11)	48	11	16	29
sp|Q08218|YO047|YEAST	356	i92-114o118-140i214-236o293-315i	i(1-92=92) o(114-118=5) i(140-214=75) o(236-293=58) i(315-356=42)	i(1-92=92)	i(315-356=42)	92	42	31	69
sp|Q08238|YO079|YEAST	132	i12-34o49-71i76-98o	i(1-12=12) o(34-49=16) i(71-76=6) o(98-132=35)	i(1-12=12)	o(98-132=35)	12	35	25	9
sp|Q08498|YO082|YEAST	113	i2-24o34-53i58-80o	i(1-2=2) o(24-34=11) i(53-58=6) o(80-113=34)	i(1-2=2)	o(80-113=34)	2	34	22	4
sp|Q870I1|YO13B|YEAST	96	i7-29o49-71i	i(1-7=7) o(29-49=21) i(71-96=26)	i(1-7=7)	i(71-96=26)	7	26	21	16
sp|Q8TGS0|YO161|YEAST	48	i20-37o	i(1-20=20) o(37-48=12)	i(1-20=20)	o(37-48=12)	20	12	12	20
sp|P0CF19|YO162|YEAST	215	i2-24o28-50i57-79o89-111i124-141o156-178i	i(1-2=2) o(24-28=5) i(50-57=8) o(79-89=11) i(111-124=14) o(141-156=16) i(178-215=38)	i(1-2=2)	i(178-215=38)	2	38	10	15
sp|P0CF20|YO163|YEAST	169	o20-42i55-77o92-114i	o(1-20=20) i(42-55=14) o(77-92=16) i(114-169=56)	o(1-20=20)	i(114-169=56)	20	56	18	35
sp|Q8TGJ1|YO16A|YEAST	51	o26-48i	o(1-26=26) i(48-51=4)	o(1-26=26)	i(48-51=4)	26	4	26	4
sp|Q08604|YO199|YEAST	109	i77-99o	i(1-77=77) o(99-109=11)	i(1-77=77)	o(99-109=11)	77	11	11	77
sp|Q12106|YO228|YEAST	302	i60-82o102-124i174-191o224-246i259-276o	i(1-60=60) o(82-102=21) i(124-174=51) o(191-224=34) i(246-259=14) o(276-302=27)	i(1-60=60)	o(276-302=27)	60	27	27	41
sp|Q08734|YO268|YEAST	132	o90-112i	o(1-90=90) i(112-132=21)	o(1-90=90)	i(112-132=21)	90	21	90	21
sp|Q08736|YO277|YEAST	102	o22-44i	o(1-22=22) i(44-102=59)	o(1-22=22)	i(44-102=59)	22	59	22	59
sp|P0C5R1|YO329|YEAST	69	o39-61i	o(1-39=39) i(61-69=9)	o(1-39=39)	i(61-69=9)	39	9	39	9
sp|Q08428|YOR53|YEAST	113	o4-26i	o(1-4=4) i(26-113=88)	o(1-4=4)	i(26-113=88)	4	88	4	88
sp|Q12274|YOR97|YEAST	175	i12-34o49-71i	i(1-12=12) o(34-49=16) i(71-175=105)	i(1-12=12)	i(71-175=105)	12	105	16	58
sp|A5Z2X5|YP010|YEAST	72	o20-42i	o(1-20=20) i(42-72=31)	o(1-20=20)	i(42-72=31)	20	31	20	31
sp|Q04203|YP012|YEAST	84	o10-32i	o(1-10=10) i(32-84=53)	o(1-10=10)	i(32-84=53)	10	53	10	53
sp|Q03079|YP041|YEAST	207	i96-118o174-196i	i(1-96=96) o(118-174=57) i(196-207=12)	i(1-96=96)	i(196-207=12)	96	12	57	54
sp|Q12492|YP064|YEAST	139	o33-55i116-138o	o(1-33=33) i(55-116=62) o(138-139=2)	o(1-33=33)	o(138-139=2)	33	2	17	62
sp|Q3E751|YP119|YEAST	87	o20-42i	o(1-20=20) i(42-87=46)	o(1-20=20)	i(42-87=46)	20	46	20	46
sp|O13566|YP123|YEAST	144	o117-139i	o(1-117=117) i(139-144=6)	o(1-117=117)	i(139-144=6)	117	6	117	6
sp|O13567|YP126|YEAST	102	i38-57o72-94i	i(1-38=38) o(57-72=16) i(94-102=9)	i(1-38=38)	i(94-102=9)	38	9	16	23
sp|O13568|YP130|YEAST	135	i32-54o	i(1-32=32) o(54-135=82)	i(1-32=32)	o(54-135=82)	32	82	82	32
sp|Q8TGQ7|YP159|YEAST	33	o10-32i	o(1-10=10) i(32-33=2)	o(1-10=10)	i(32-33=2)	10	2	10	2
sp|P0C5R7|YP169|YEAST	72	i12-31o	i(1-12=12) o(31-72=42)	i(1-12=12)	o(31-72=42)	12	42	42	12
sp|P0C5R8|YP17A|YEAST	61	i7-26o30-52i	i(1-7=7) o(26-30=5) i(52-61=10)	i(1-7=7)	i(52-61=10)	7	10	5	8
sp|P0C5R9|YP17B|YEAST	85	i12-31o54-76i	i(1-12=12) o(31-54=24) i(76-85=10)	i(1-12=12)	i(76-85=10)	12	10	24	11
sp|Q08922|YP182|YEAST	127	i40-62o82-104i	i(1-40=40) o(62-82=21) i(104-127=24)	i(1-40=40)	i(104-127=24)	40	24	21	32
sp|Q08958|YP205|YEAST	114	i7-26o	i(1-7=7) o(26-114=89)	i(1-7=7)	o(26-114=89)	7	89	89	7
sp|Q08974|YP257|YEAST	193	o58-80i116-138o153-175i	o(1-58=58) i(80-116=37) o(138-153=16) i(175-193=19)	o(1-58=58)	i(175-193=19)	58	19	37	28
sp|P0CL31|YPL83|YEAST	191	o4-26i168-187o	o(1-4=4) i(26-168=143) o(187-191=5)	o(1-4=4)	o(187-191=5)	4	5	4	143
sp|Q6B0W0|YPR39|YEAST	111	o48-70i	o(1-48=48) i(70-111=42)	o(1-48=48)	i(70-111=42)	48	42	48	42
sp|O13583|YPR77|YEAST	123	o15-33i	o(1-15=15) i(33-123=91)	o(1-15=15)	i(33-123=91)	15	91	15	91
sp|B3LS52|YR039|YEAS1	72	i13-32o47-69i	i(1-13=13) o(32-47=16) i(69-72=4)	i(1-13=13)	i(69-72=4)	13	4	16	8
sp|C7GSI6|YR039|YEAS2	72	i13-32o47-69i	i(1-13=13) o(32-47=16) i(69-72=4)	i(1-13=13)	i(69-72=4)	13	4	16	8
sp|A6ZQY8|YR039|YEAS7	72	i13-32o47-69i	i(1-13=13) o(32-47=16) i(69-72=4)	i(1-13=13)	i(69-72=4)	13	4	16	8
sp|P0CD97|YR039|YEAST	72	i13-32o47-69i	i(1-13=13) o(32-47=16) i(69-72=4)	i(1-13=13)	i(69-72=4)	13	4	16	8
sp|P38079|YRO2|YEAST	344	i35-54o69-91i112-129o139-161i168-190o203-225i238-260o	i(1-35=35) o(54-69=16) i(91-112=22) o(129-139=11) i(161-168=8) o(190-203=14) i(225-238=14) o(260-344=85)	i(1-35=35)	o(260-344=85)	35	85	31	19
sp|P38374|YSY6|YEAST	65	i44-63o	i(1-44=44) o(63-65=3)	i(1-44=44)	o(63-65=3)	44	3	3	44
