IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
C01G8.2	435	o15-37i66-88o119-141i148-170o185-202i344-363o367-389i402-424o	o(1-15=15) i(37-66=30) o(88-119=32) i(141-148=8) o(170-185=16) i(202-344=143) o(363-367=5) i(389-402=14) o(424-435=23)	o(1-15=15)	o(424-435=12)	15	12	16	48
C01G8.4	274	o150-172i	o(1-150=150) i(172-274=103)	o(1-150=150)	i(172-274=103)	150	103	150	103
C01H6.1	307	i7-29o	i(1-7=7) o(29-307=7)	i(1-7=7)	o(29-307=279)	7	279	279	7
C01H6.6	452	o98-120i157-179o189-211i224-246o	o(1-98=98) i(120-157=38) o(179-189=11) i(211-224=14) o(246-452=143)	o(1-98=98)	o(246-452=207)	98	207	105	26
C01H6.8b	135	o58-80i	o(1-58=58) i(80-135=56)	o(1-58=58)	i(80-135=56)	58	56	58	56
C02A12.10	296	o4-23i44-66o81-103i124-143o179-198i219-238o253-272i	o(1-4=4) i(23-44=22) o(66-81=16) i(103-124=22) o(143-179=37) i(198-219=22) o(238-253=16) i(272-296=25)	o(1-4=4)	i(272-296=25)	4	25	18	22
C02A12.2	134	o15-37i57-76o91-113i	o(1-15=15) i(37-57=21) o(76-91=16) i(113-134=22)	o(1-15=15)	i(113-134=22)	15	22	15	21
C02A12.3	305	o4-26i135-157o188-207i228-250o260-282i	o(1-4=4) i(26-135=110) o(157-188=32) i(207-228=22) o(250-260=11) i(282-305=24)	o(1-4=4)	i(282-305=24)	4	24	15	52
C02A12.5	297	o4-23i44-66o81-103i124-146o174-196i216-238o	o(1-4=4) i(23-44=22) o(66-81=16) i(103-124=22) o(146-174=29) i(196-216=21) o(238-297=25)	o(1-4=4)	o(238-297=60)	4	60	27	21
C02A12.6	297	o5-27i44-66o81-103i124-146o175-197i218-240o255-274i	o(1-5=5) i(27-44=18) o(66-81=16) i(103-124=22) o(146-175=30) i(197-218=22) o(240-255=16) i(274-297=24)	o(1-5=5)	i(274-297=24)	5	24	16	21
C02A12.8	166	i7-26o30-49i70-92o144-161i	i(1-7=7) o(26-30=5) i(49-70=22) o(92-144=53) i(161-166=6)	i(1-7=7)	i(161-166=6)	7	6	29	11
C02A12.9	298	o4-26i46-68o83-105i126-145o178-200i221-243o253-275i	o(1-4=4) i(26-46=21) o(68-83=16) i(105-126=22) o(145-178=34) i(200-221=22) o(243-253=11) i(275-298=24)	o(1-4=4)	i(275-298=24)	4	24	16	22
C02B4.4	82	o5-27i	o(1-5=5) i(27-82=56)	o(1-5=5)	i(27-82=56)	5	56	5	56
C02B8.5	378	i46-68o83-105i118-140o236-258i278-300o315-337i	i(1-46=46) o(68-83=16) i(105-118=14) o(140-236=97) i(258-278=21) o(300-315=16) i(337-378=42)	i(1-46=46)	i(337-378=42)	46	42	43	30
C02C2.3	433	o280-302i304-323o343-365i410-432o	o(1-280=280) i(302-304=3) o(323-343=21) i(365-410=46) o(432-433=21)	o(1-280=280)	o(432-433=2)	280	2	101	24
C02C2.4	535	o15-37i106-128o138-160i223-245o292-314i321-343o368-390i397-419o429-451i463-482o	o(1-15=15) i(37-106=70) o(128-138=11) i(160-223=64) o(245-292=48) i(314-321=8) o(343-368=26) i(390-397=8) o(419-429=11) i(451-463=13) o(482-535=24)	o(1-15=15)	o(482-535=54)	15	54	27	32
C02C2.5	344	o60-82i	o(1-60=60) i(82-344=263)	o(1-60=60)	i(82-344=263)	60	263	60	263
C02C6.2a	561	o290-312i460-482o	o(1-290=290) i(312-460=149) o(482-561=64)	o(1-290=290)	o(482-561=80)	290	80	185	149
C02C6.2b	554	i264-281o285-307i453-475o	i(1-264=264) o(281-285=5) i(307-453=147) o(475-554=147)	i(1-264=264)	o(475-554=80)	264	80	42	205
C02C6.3d	46	o20-42i	o(1-20=20) i(42-46=5)	o(1-20=20)	i(42-46=5)	20	5	20	5
C02D4.2a	432	o61-83i95-117o132-154i174-196o216-238i349-368o383-405i	o(1-61=61) i(83-95=13) o(117-132=16) i(154-174=21) o(196-216=21) i(238-349=112) o(368-383=16) i(405-432=28)	o(1-61=61)	i(405-432=28)	61	28	28	43
C02D4.2b	429	o58-80i92-114o129-151i171-193o213-235i346-365o380-402i	o(1-58=58) i(80-92=13) o(114-129=16) i(151-171=21) o(193-213=21) i(235-346=112) o(365-380=16) i(402-429=28)	o(1-58=58)	i(402-429=28)	58	28	27	43
C02D4.2c	199	o58-80i92-114o129-151i	o(1-58=58) i(80-92=13) o(114-129=16) i(151-199=49)	o(1-58=58)	i(151-199=49)	58	49	37	31
C02D4.2d	196	o55-77i89-111o126-148i	o(1-55=55) i(77-89=13) o(111-126=16) i(148-196=49)	o(1-55=55)	i(148-196=49)	55	49	35	31
C02D4.2e	455	o61-83i95-117o132-154i174-196o216-238i372-391o406-428i	o(1-61=61) i(83-95=13) o(117-132=16) i(154-174=21) o(196-216=21) i(238-372=135) o(391-406=16) i(428-455=28)	o(1-61=61)	i(428-455=28)	61	28	28	49
C02D4.2f	421	i13-35o50-72i84-106o121-143i163-185o205-227i338-357o372-394i	i(1-13=13) o(35-50=16) i(72-84=13) o(106-121=16) i(143-163=21) o(185-205=21) i(227-338=112) o(357-372=16) i(394-421=28)	i(1-13=13)	i(394-421=28)	13	28	17	37
C02D4.2g	420	o61-83i95-117o132-154i174-196o216-238i337-356o371-393i	o(1-61=61) i(83-95=13) o(117-132=16) i(154-174=21) o(196-216=21) i(238-337=100) o(356-371=16) i(393-420=28)	o(1-61=61)	i(393-420=28)	61	28	28	40
C02D5.2a	323	i13-32o37-59i87-104o	i(1-13=13) o(32-37=6) i(59-87=29) o(104-323=29)	i(1-13=13)	o(104-323=220)	13	220	113	21
C02D5.2b	263	i27-44o	i(1-27=27) o(44-263=27)	i(1-27=27)	o(44-263=220)	27	220	220	27
C02E11.1a	1121	o1068-1090i	o(1-1068=1068) i(1090-1121=32)	o(1-1068=1068)	i(1090-1121=32)	1068	32	1068	32
C02E11.1b	1123	o1070-1092i	o(1-1070=1070) i(1092-1123=32)	o(1-1070=1070)	i(1092-1123=32)	1070	32	1070	32
C02E7.1	1050	i102-121o126-148i292-314o329-351i816-838o876-898i976-998o1011-1028i	i(1-102=102) o(121-126=6) i(148-292=145) o(314-329=16) i(351-816=466) o(838-876=39) i(898-976=79) o(998-1011=14) i(1028-1050=23)	i(1-102=102)	i(1028-1050=23)	102	23	18	163
C02E7.13	349	o10-32i44-66o91-113i134-156o204-226i252-274o289-311i	o(1-10=10) i(32-44=13) o(66-91=26) i(113-134=22) o(156-204=49) i(226-252=27) o(274-289=16) i(311-349=39)	o(1-10=10)	i(311-349=39)	10	39	25	25
C02E7.2	330	o13-35i55-77o92-114i127-149o195-217i246-268o273-295i	o(1-13=13) i(35-55=21) o(77-92=16) i(114-127=14) o(149-195=47) i(217-246=30) o(268-273=6) i(295-330=36)	o(1-13=13)	i(295-330=36)	13	36	20	25
C02E7.3	322	o15-36i86-108o128-150i170-189o199-221i241-263o273-295i	o(1-15=15) i(36-86=51) o(108-128=21) i(150-170=21) o(189-199=11) i(221-241=21) o(263-273=11) i(295-322=28)	o(1-15=15)	i(295-322=28)	15	28	14	30
C02E7.4a	288	o13-35i156-178o202-224i231-253o	o(1-13=13) i(35-156=122) o(178-202=25) i(224-231=8) o(253-288=21)	o(1-13=13)	o(253-288=36)	13	36	24	65
C02E7.4b	329	i13-35o92-114i134-153o198-220i241-263o273-295i	i(1-13=13) o(35-92=58) i(114-134=21) o(153-198=46) i(220-241=22) o(263-273=11) i(295-329=35)	i(1-13=13)	i(295-329=35)	13	35	38	22
C02E7.5	321	i13-35o94-116i129-151o199-221i241-263o273-295i	i(1-13=13) o(35-94=60) i(116-129=14) o(151-199=49) i(221-241=21) o(263-273=11) i(295-321=27)	i(1-13=13)	i(295-321=27)	13	27	40	18
C02E7.9	345	o15-32i45-67o91-113i133-155o198-220i246-268o283-305i	o(1-15=15) i(32-45=14) o(67-91=25) i(113-133=21) o(155-198=44) i(220-246=27) o(268-283=16) i(305-345=41)	o(1-15=15)	i(305-345=41)	15	41	25	25
C02F12.1a	243	o25-47i54-76o205-227i	o(1-25=25) i(47-54=8) o(76-205=130) i(227-243=17)	o(1-25=25)	i(227-243=17)	25	17	77	12
C02F12.1b	312	i13-35o60-82i89-111o274-296i	i(1-13=13) o(35-60=26) i(82-89=8) o(111-274=164) i(296-312=17)	i(1-13=13)	i(296-312=17)	13	17	95	12
C02F5.11	234	i7-29o71-93i100-122o190-212i	i(1-7=7) o(29-71=43) i(93-100=8) o(122-190=69) i(212-234=23)	i(1-7=7)	i(212-234=23)	7	23	56	12
C02F5.13	210	i139-161o176-198i	i(1-139=139) o(161-176=16) i(198-210=13)	i(1-139=139)	i(198-210=13)	139	13	16	76
C02F5.5	173	o15-37i44-63o98-120i	o(1-15=15) i(37-44=8) o(63-98=36) i(120-173=54)	o(1-15=15)	i(120-173=54)	15	54	25	31
C02F5.8	244	i12-34o68-90i102-124o196-218i	i(1-12=12) o(34-68=35) i(90-102=13) o(124-196=73) i(218-244=27)	i(1-12=12)	i(218-244=27)	12	27	54	17
C02G6.3	142	o82-104i	o(1-82=82) i(104-142=39)	o(1-82=82)	i(104-142=39)	82	39	82	39
C02H6.1	334	i16-35o	i(1-16=16) o(35-334=16)	i(1-16=16)	o(35-334=300)	16	300	300	16
C02H6.3	311	i13-35o45-67i120-142o162-184i197-219o246-264i	i(1-13=13) o(35-45=11) i(67-120=54) o(142-162=21) i(184-197=14) o(219-246=28) i(264-311=48)	i(1-13=13)	i(264-311=48)	13	48	20	32
C02H7.2	420	o29-51i64-86o106-128i149-168o193-215i272-291o301-323i	o(1-29=29) i(51-64=14) o(86-106=21) i(128-149=22) o(168-193=26) i(215-272=58) o(291-301=11) i(323-420=98)	o(1-29=29)	i(323-420=98)	29	98	21	48
C03A3.1a	327	o5-24i36-53o63-85i98-120o190-212i225-247o279-301i	o(1-5=5) i(24-36=13) o(53-63=11) i(85-98=14) o(120-190=71) i(212-225=14) o(247-279=33) i(301-327=27)	o(1-5=5)	i(301-327=27)	5	27	30	17
C03A3.1b	307	i5-27o42-64i77-96o111-130i166-188o203-225i238-260o264-281i	i(1-5=5) o(27-42=16) i(64-77=14) o(96-111=16) i(130-166=37) o(188-203=16) i(225-238=14) o(260-264=5) i(281-307=27)	i(1-5=5)	i(281-307=27)	5	27	13	19
C03A3.2	492	i12-34o49-71i116-138o173-195i207-225o240-262i275-297o323-345i393-412o417-439i467-489o	i(1-12=12) o(34-49=16) i(71-116=46) o(138-173=36) i(195-207=13) o(225-240=16) i(262-275=14) o(297-323=27) i(345-393=49) o(412-417=6) i(439-467=29) o(489-492=29)	i(1-12=12)	o(489-492=4)	12	4	17	27
C03A7.10	266	o15-37i66-88o98-120i127-149o179-201i218-240o	o(1-15=15) i(37-66=30) o(88-98=11) i(120-127=8) o(149-179=31) i(201-218=18) o(240-266=14)	o(1-15=15)	o(240-266=27)	15	27	21	18
C03A7.11	524	i7-29o484-506i	i(1-7=7) o(29-484=456) i(506-524=19)	i(1-7=7)	i(506-524=19)	7	19	456	13
C03A7.13	317	i7-29o	i(1-7=7) o(29-317=7)	i(1-7=7)	o(29-317=289)	7	289	289	7
C03A7.3	379	i73-95o99-121i158-180o229-251i276-298o313-335i	i(1-73=73) o(95-99=5) i(121-158=38) o(180-229=50) i(251-276=26) o(298-313=16) i(335-379=45)	i(1-73=73)	i(335-379=45)	73	45	23	45
C03A7.5	294	i7-29o39-61i74-96o122-144i218-235o240-262i	i(1-7=7) o(29-39=11) i(61-74=14) o(96-122=27) i(144-218=75) o(235-240=6) i(262-294=33)	i(1-7=7)	i(262-294=33)	7	33	14	32
C03A7.6	290	o4-26i39-61o81-103i115-137o172-194i207-229o239-261i	o(1-4=4) i(26-39=14) o(61-81=21) i(103-115=13) o(137-172=36) i(194-207=14) o(229-239=11) i(261-290=30)	o(1-4=4)	i(261-290=30)	4	30	18	17
C03A7.9	312	o15-37i57-79o99-121i128-150o176-198i219-241o251-273i	o(1-15=15) i(37-57=21) o(79-99=21) i(121-128=8) o(150-176=27) i(198-219=22) o(241-251=11) i(273-312=40)	o(1-15=15)	i(273-312=40)	15	40	18	22
C03B1.12	237	o202-224i	o(1-202=202) i(224-237=14)	o(1-202=202)	i(224-237=14)	202	14	202	14
C03B1.13	506	i7-29o70-92i105-127o193-215i323-345o355-372i379-401o411-433i440-462o	i(1-7=7) o(29-70=42) i(92-105=14) o(127-193=67) i(215-323=109) o(345-355=11) i(372-379=8) o(401-411=11) i(433-440=8) o(462-506=8)	i(1-7=7)	o(462-506=45)	7	45	35	29
C03B1.6a	131	o5-27i	o(1-5=5) i(27-131=105)	o(1-5=5)	i(27-131=105)	5	105	5	105
C03B1.6b	265	i7-29o	i(1-7=7) o(29-265=7)	i(1-7=7)	o(29-265=237)	7	237	237	7
C03B8.3	247	i107-129o139-161i192-214o	i(1-107=107) o(129-139=11) i(161-192=32) o(214-247=32)	i(1-107=107)	o(214-247=34)	107	34	22	69
C03C10.3	381	i216-238o	i(1-216=216) o(238-381=216)	i(1-216=216)	o(238-381=144)	216	144	144	216
C03E10.1	297	o4-26i38-60o70-92i113-132o142-164i204-226o230-252i	o(1-4=4) i(26-38=13) o(60-70=11) i(92-113=22) o(132-142=11) i(164-204=41) o(226-230=5) i(252-297=46)	o(1-4=4)	i(252-297=46)	4	46	7	30
C03E10.3	334	o5-25i46-68o83-105i117-139o149-166i196-218o228-250i	o(1-5=5) i(25-46=22) o(68-83=16) i(105-117=13) o(139-149=11) i(166-196=31) o(218-228=11) i(250-334=85)	o(1-5=5)	i(250-334=85)	5	85	10	37
C03E10.4	487	i7-26o	i(1-7=7) o(26-487=7)	i(1-7=7)	o(26-487=462)	7	462	462	7
C03F11.1	692	i270-289o304-326i456-475o490-512i519-541o	i(1-270=270) o(289-304=16) i(326-456=131) o(475-490=16) i(512-519=8) o(541-692=8)	i(1-270=270)	o(541-692=152)	270	152	61	136
C03F11.3	563	i12-34o531-553i	i(1-12=12) o(34-531=498) i(553-563=11)	i(1-12=12)	i(553-563=11)	12	11	498	11
C03G5.14	143	i21-43o48-70i77-94o109-131i	i(1-21=21) o(43-48=6) i(70-77=8) o(94-109=16) i(131-143=13)	i(1-21=21)	i(131-143=13)	21	13	11	14
C03G6.11	338	o15-37i58-80o90-112i133-152o178-200i207-224o239-261i268-290o	o(1-15=15) i(37-58=22) o(80-90=11) i(112-133=22) o(152-178=27) i(200-207=8) o(224-239=16) i(261-268=8) o(290-338=8)	o(1-15=15)	o(290-338=49)	15	49	23	15
C03G6.16	303	o10-31i43-65o80-102i122-144o167-189i210-232o242-264i	o(1-10=10) i(31-43=13) o(65-80=16) i(102-122=21) o(144-167=24) i(189-210=22) o(232-242=11) i(264-303=40)	o(1-10=10)	i(264-303=40)	10	40	15	24
C03G6.2	298	i7-29o82-104i125-147o176-195i216-238o248-270i	i(1-7=7) o(29-82=54) i(104-125=22) o(147-176=30) i(195-216=22) o(238-248=11) i(270-298=29)	i(1-7=7)	i(270-298=29)	7	29	31	20
C03G6.21	127	i13-35o55-77i	i(1-13=13) o(35-55=21) i(77-127=51)	i(1-13=13)	i(77-127=51)	13	51	21	32
C03G6.3	335	o10-30i43-65o94-116i129-151o200-222i248-270o285-307i	o(1-10=10) i(30-43=14) o(65-94=30) i(116-129=14) o(151-200=50) i(222-248=27) o(270-285=16) i(307-335=29)	o(1-10=10)	i(307-335=29)	10	29	26	21
C03G6.6	307	i7-26o	i(1-7=7) o(26-307=7)	i(1-7=7)	o(26-307=282)	7	282	282	7
C03G6.7	323	o15-37i50-72o92-114i135-154o190-212i239-261o276-295i	o(1-15=15) i(37-50=14) o(72-92=21) i(114-135=22) o(154-190=37) i(212-239=28) o(261-276=16) i(295-323=29)	o(1-15=15)	i(295-323=29)	15	29	22	23
C03G6.9	336	o20-42i63-82o97-119i139-158o196-218i249-271o281-298i	o(1-20=20) i(42-63=22) o(82-97=16) i(119-139=21) o(158-196=39) i(218-249=32) o(271-281=11) i(298-336=39)	o(1-20=20)	i(298-336=39)	20	39	21	28
C03H12.1a	731	i83-105o	i(1-83=83) o(105-731=83)	i(1-83=83)	o(105-731=627)	83	627	627	83
C03H12.1d	702	i83-105o	i(1-83=83) o(105-702=83)	i(1-83=83)	o(105-702=598)	83	598	598	83
C03H5.2	339	i13-30o43-65i148-167o187-206i219-241o256-275i282-301o305-327i	i(1-13=13) o(30-43=14) i(65-148=84) o(167-187=21) i(206-219=14) o(241-256=16) i(275-282=8) o(301-305=5) i(327-339=13)	i(1-13=13)	i(327-339=13)	13	13	14	26
C03H5.7	314	o10-32i45-67o87-109i129-151o196-218i248-270o274-296i	o(1-10=10) i(32-45=14) o(67-87=21) i(109-129=21) o(151-196=46) i(218-248=31) o(270-274=5) i(296-314=19)	o(1-10=10)	i(296-314=19)	10	19	20	21
C03H5.9	324	o10-32i44-66o86-108i129-151o192-214i240-262o272-294i	o(1-10=10) i(32-44=13) o(66-86=21) i(108-129=22) o(151-192=42) i(214-240=27) o(262-272=11) i(294-324=31)	o(1-10=10)	i(294-324=31)	10	31	21	23
C04A11.1	215	o24-46i	o(1-24=24) i(46-215=170)	o(1-24=24)	i(46-215=170)	24	170	24	170
C04A11.4	952	o673-695i	o(1-673=673) i(695-952=258)	o(1-673=673)	i(695-952=258)	673	258	673	258
C04A2.7a	915	o544-566i587-606o	o(1-544=544) i(566-587=22) o(606-915=22)	o(1-544=544)	o(606-915=310)	544	310	427	22
C04A2.7b	849	o544-566i587-606o	o(1-544=544) i(566-587=22) o(606-849=22)	o(1-544=544)	o(606-849=244)	544	244	394	22
C04A2.7c	912	o543-565i586-605o	o(1-543=543) i(565-586=22) o(605-912=22)	o(1-543=543)	o(605-912=308)	543	308	425	22
C04A2.7d	868	o544-566i587-606o	o(1-544=544) i(566-587=22) o(606-868=22)	o(1-544=544)	o(606-868=263)	544	263	403	22
C04C3.1	313	i20-42o66-88i93-110o114-133i150-169o179-201i222-244o254-276i	i(1-20=20) o(42-66=25) i(88-93=6) o(110-114=5) i(133-150=18) o(169-179=11) i(201-222=22) o(244-254=11) i(276-313=38)	i(1-20=20)	i(276-313=38)	20	38	13	20
C04C3.2	464	o246-268i281-303o313-335i431-453o	o(1-246=246) i(268-281=14) o(303-313=11) i(335-431=97) o(453-464=18)	o(1-246=246)	o(453-464=12)	246	12	89	55
C04C3.6	344	i28-50o60-82i89-107o112-134i147-169o189-211i272-289o313-335i	i(1-28=28) o(50-60=11) i(82-89=8) o(107-112=6) i(134-147=14) o(169-189=21) i(211-272=62) o(289-313=25) i(335-344=10)	i(1-28=28)	i(335-344=10)	28	10	15	24
C04C3.7	176	o37-59i83-105o115-137i	o(1-37=37) i(59-83=25) o(105-115=11) i(137-176=40)	o(1-37=37)	i(137-176=40)	37	40	24	32
C04D8.1c	1718	i16-38o	i(1-16=16) o(38-1718=16)	i(1-16=16)	o(38-1718=1681)	16	1681	1681	16
C04E12.10	845	i34-56o	i(1-34=34) o(56-845=34)	i(1-34=34)	o(56-845=790)	34	790	790	34
C04E12.4	609	i30-52o	i(1-30=30) o(52-609=30)	i(1-30=30)	o(52-609=558)	30	558	558	30
C04E12.5	481	i36-58o	i(1-36=36) o(58-481=36)	i(1-36=36)	o(58-481=424)	36	424	424	36
C04E12.8	337	o26-48i55-77o92-114i135-157o190-212i233-255o265-287i	o(1-26=26) i(48-55=8) o(77-92=16) i(114-135=22) o(157-190=34) i(212-233=22) o(255-265=11) i(287-337=51)	o(1-26=26)	i(287-337=51)	26	51	21	25
C04E12.9	295	o15-36i48-70o85-107i128-150o185-204i217-239o254-273i	o(1-15=15) i(36-48=13) o(70-85=16) i(107-128=22) o(150-185=36) i(204-217=14) o(239-254=16) i(273-295=23)	o(1-15=15)	i(273-295=23)	15	23	20	18
C04E6.10	337	i13-35o45-67i80-102o106-128i133-155o191-213i242-264o274-296i	i(1-13=13) o(35-45=11) i(67-80=14) o(102-106=5) i(128-133=6) o(155-191=37) i(213-242=30) o(264-274=11) i(296-337=42)	i(1-13=13)	i(296-337=42)	13	42	16	21
C04E6.13	103	o4-26i	o(1-4=4) i(26-103=78)	o(1-4=4)	i(26-103=78)	4	78	4	78
C04E6.2	310	o10-32i43-65o80-102i123-145o165-187i221-243o258-275i	o(1-10=10) i(32-43=12) o(65-80=16) i(102-123=22) o(145-165=21) i(187-221=35) o(243-258=16) i(275-310=36)	o(1-10=10)	i(275-310=36)	10	36	15	26
C04E6.4	387	o292-314i	o(1-292=292) i(314-387=74)	o(1-292=292)	i(314-387=74)	292	74	292	74
C04E6.9	340	o13-35i47-69o100-122i134-156o196-218i239-261o276-295i	o(1-13=13) i(35-47=13) o(69-100=32) i(122-134=13) o(156-196=41) i(218-239=22) o(261-276=16) i(295-340=46)	o(1-13=13)	i(295-340=46)	13	46	25	23
C04F1.1	308	i7-26o	i(1-7=7) o(26-308=7)	i(1-7=7)	o(26-308=283)	7	283	283	7
C04F12.10	442	i63-85o147-166i173-195o307-329i342-364o	i(1-63=63) o(85-147=63) i(166-173=8) o(195-307=113) i(329-342=14) o(364-442=14)	i(1-63=63)	o(364-442=79)	63	79	85	28
C04F12.7	202	i7-29o49-68i73-95o123-145i	i(1-7=7) o(29-49=21) i(68-73=6) o(95-123=29) i(145-202=58)	i(1-7=7)	i(145-202=58)	7	58	25	23
C04F2.1	354	o29-51i70-92o107-129i150-172o208-242i255-277o292-314i	o(1-29=29) i(51-70=20) o(92-107=16) i(129-150=22) o(172-208=37) i(242-255=14) o(277-292=16) i(314-354=41)	o(1-29=29)	i(314-354=41)	29	41	24	24
C04F2.4	332	o20-42i55-77o92-114i135-157o194-216i242-264o274-296i	o(1-20=20) i(42-55=14) o(77-92=16) i(114-135=22) o(157-194=38) i(216-242=27) o(264-274=11) i(296-332=37)	o(1-20=20)	i(296-332=37)	20	37	21	25
C04F5.1	776	o314-336i425-447o483-502i509-531o546-568i575-597o601-620i633-655o660-679i692-711o742-761i	o(1-314=314) i(336-425=90) o(447-483=37) i(502-509=8) o(531-546=16) i(568-575=8) o(597-601=5) i(620-633=14) o(655-660=6) i(679-692=14) o(711-742=32) i(761-776=16)	o(1-314=314)	i(761-776=16)	314	16	68	25
C04F5.2	179	o36-58i71-93o108-130i	o(1-36=36) i(58-71=14) o(93-108=16) i(130-179=50)	o(1-36=36)	i(130-179=50)	36	50	26	32
C04F5.4	341	o22-44i57-76o108-127i140-159o184-206i241-263o273-292i	o(1-22=22) i(44-57=14) o(76-108=33) i(127-140=14) o(159-184=26) i(206-241=36) o(263-273=11) i(292-341=50)	o(1-22=22)	i(292-341=50)	22	50	23	28
C04F5.5	342	o23-45i58-77o109-128i141-163o185-207i242-264o274-296i	o(1-23=23) i(45-58=14) o(77-109=33) i(128-141=14) o(163-185=23) i(207-242=36) o(264-274=11) i(296-342=47)	o(1-23=23)	i(296-342=47)	23	47	22	27
C04F5.6	341	i21-43o56-75i140-159o184-206i241-263o273-295i	i(1-21=21) o(43-56=14) i(75-140=66) o(159-184=26) i(206-241=36) o(263-273=11) i(295-341=47)	i(1-21=21)	i(295-341=47)	21	47	17	42
C04F5.7	506	o483-505i	o(1-483=483) i(505-506=2)	o(1-483=483)	i(505-506=2)	483	2	483	2
C04F6.5	320	o281-303i	o(1-281=281) i(303-320=18)	o(1-281=281)	i(303-320=18)	281	18	281	18
C04G6.11	131	i103-125o	i(1-103=103) o(125-131=103)	i(1-103=103)	o(125-131=7)	103	7	7	103
C04G6.5	59	i7-24o34-56i	i(1-7=7) o(24-34=11) i(56-59=4)	i(1-7=7)	i(56-59=4)	7	4	11	5
C04H5.3	1034	o5-22i425-444o	o(1-5=5) i(22-425=404) o(444-1034=4)	o(1-5=5)	o(444-1034=591)	5	591	298	404
C04H5.8	71	i5-27o	i(1-5=5) o(27-71=5)	i(1-5=5)	o(27-71=45)	5	45	45	5
C05A9.1a	1252	o36-58i96-118o172-191i196-213o285-304i311-333o683-705i725-747o804-826i906-928o943-965i972-991o	o(1-36=36) i(58-96=39) o(118-172=55) i(191-196=6) o(213-285=73) i(304-311=8) o(333-683=351) i(705-725=21) o(747-804=58) i(826-906=81) o(928-943=16) i(965-972=8) o(991-1252=28)	o(1-36=36)	o(991-1252=262)	36	262	121	27
C05A9.1b	1160	i7-26o80-99i104-121o193-212i219-241o591-613i633-655o712-734i814-836o851-873i880-899o	i(1-7=7) o(26-80=55) i(99-104=6) o(121-193=73) i(212-219=8) o(241-591=351) i(613-633=21) o(655-712=58) i(734-814=81) o(836-851=16) i(873-880=8) o(899-1160=8)	i(1-7=7)	o(899-1160=262)	7	262	135	21
C05A9.2	167	o121-143i	o(1-121=121) i(143-167=25)	o(1-121=121)	i(143-167=25)	121	25	121	25
C05B5.16	232	i82-104o109-131i158-180o185-207i	i(1-82=82) o(104-109=6) i(131-158=28) o(180-185=6) i(207-232=26)	i(1-82=82)	i(207-232=26)	82	26	6	45
C05B5.17	187	o10-32i34-53o63-82i	o(1-10=10) i(32-34=3) o(53-63=11) i(82-187=106)	o(1-10=10)	i(82-187=106)	10	106	10	54
C05B5.2	185	o106-128i	o(1-106=106) i(128-185=58)	o(1-106=106)	i(128-185=58)	106	58	106	58
C05B5.4	315	o216-238i	o(1-216=216) i(238-315=78)	o(1-216=216)	i(238-315=78)	216	78	216	78
C05B5.8	177	i12-34o44-63i76-98o	i(1-12=12) o(34-44=11) i(63-76=14) o(98-177=14)	i(1-12=12)	o(98-177=80)	12	80	45	13
C05C10.7	214	o193-210i	o(1-193=193) i(210-214=5)	o(1-193=193)	i(210-214=5)	193	5	193	5
C05C12.3	1694	o1078-1100i1113-1135o1150-1172i1179-1201o1211-1233i1301-1323o	o(1-1078=1078) i(1100-1113=14) o(1135-1150=16) i(1172-1179=8) o(1201-1211=11) i(1233-1301=69) o(1323-1694=21)	o(1-1078=1078)	o(1323-1694=372)	1078	372	369	30
C05C12.4	271	i164-181o	i(1-164=164) o(181-271=164)	i(1-164=164)	o(181-271=91)	164	91	91	164
C05C12.6	202	i12-34o49-66i73-95o122-144i	i(1-12=12) o(34-49=16) i(66-73=8) o(95-122=28) i(144-202=59)	i(1-12=12)	i(144-202=59)	12	59	22	26
C05C8.8	439	i13-35o	i(1-13=13) o(35-439=13)	i(1-13=13)	o(35-439=405)	13	405	405	13
C05D10.3	598	o349-371i424-446o451-473i478-500o569-591i	o(1-349=349) i(371-424=54) o(446-451=6) i(473-478=6) o(500-569=70) i(591-598=8)	o(1-349=349)	i(591-598=8)	349	8	141	22
C05D11.6a	315	i7-24o	i(1-7=7) o(24-315=7)	i(1-7=7)	o(24-315=292)	7	292	292	7
C05D11.6b	365	i7-24o	i(1-7=7) o(24-365=7)	i(1-7=7)	o(24-365=342)	7	342	342	7
C05D11.6c	352	i7-24o	i(1-7=7) o(24-352=7)	i(1-7=7)	o(24-352=329)	7	329	329	7
C05D11.7a	621	o10-32i45-67o	o(1-10=10) i(32-45=14) o(67-621=6)	o(1-10=10)	o(67-621=555)	10	555	282	14
C05D11.7b	751	o10-32i45-67o	o(1-10=10) i(32-45=14) o(67-751=6)	o(1-10=10)	o(67-751=685)	10	685	347	14
C05D12.1	498	o241-263i291-313o328-350i363-385o400-422i472-494o	o(1-241=241) i(263-291=29) o(313-328=16) i(350-363=14) o(385-400=16) i(422-472=51) o(494-498=21)	o(1-241=241)	o(494-498=5)	241	5	69	31
C05D2.1a	744	i230-252o	i(1-230=230) o(252-744=230)	i(1-230=230)	o(252-744=493)	230	493	493	230
C05D2.1c	592	i78-100o	i(1-78=78) o(100-592=78)	i(1-78=78)	o(100-592=493)	78	493	493	78
