ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
A6NFC9	OR2W5_HUMAN Putative olfactory receptor 2W5 OS=Homo sapiens GN=OR2W5 PE=5 SV=1	320	o26-48i61-83o98-120i140-159o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(159-320=13)	NAS(5)/o NLS(65)/m 
P47884	OR1D4_HUMAN Olfactory receptor 1D4 OS=Homo sapiens GN=OR1D4 PE=2 SV=3	311	o26-48i61-83o98-120i140-162o194-216i237-259o274-291i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-194=33) i(216-237=22) o(259-274=16) i(291-311=21)	NQS(5)/o NLS(65)/m 
Q8NH04	O2T27_HUMAN Olfactory receptor 2T27 OS=Homo sapiens GN=OR2T27 PE=2 SV=1	317	o26-48i61-83o98-120i140-162o194-216i237-259o274-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-194=33) i(216-237=22) o(259-274=16) i(292-317=26)	NYS(5)/o 
Q96R27	OR2M4_HUMAN Olfactory receptor 2M4 OS=Homo sapiens GN=OR2M4 PE=2 SV=2	311	o26-48i61-83o98-120i140-162o194-216i237-259o274-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-194=33) i(216-237=22) o(259-274=16) i(292-311=20)	NQT(5)/o NHS(19)/o NIS(42)/m 
Q96R28	OR2M2_HUMAN Olfactory receptor 2M2 OS=Homo sapiens GN=OR2M2 PE=2 SV=2	347	o26-48i61-83o98-120i140-162o194-216i237-259o274-292i318-335o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-194=33) i(216-237=22) o(259-274=16) i(292-318=27) o(335-347=22)	NQT(5)/o NHS(19)/o NDT(190)/o 
Q15622	OR7A5_HUMAN Olfactory receptor 7A5 OS=Homo sapiens GN=OR7A5 PE=2 SV=2	319	o26-48i61-83o98-120i140-162o196-218i238-260o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-196=35) i(218-238=21) o(260-270=11) i(292-319=28)	NDT(5)/o NLS(65)/m 
Q8NG98	OR7D4_HUMAN Olfactory receptor 7D4 OS=Homo sapiens GN=OR7D4 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o196-218i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-196=35) i(218-238=21) o(260-275=16) i(292-312=21)	NLT(5)/o NLS(65)/m 
O76099	OR7C1_HUMAN Olfactory receptor 7C1 OS=Homo sapiens GN=OR7C1 PE=2 SV=1	320	o26-48i61-83o98-120i140-162o197-219i238-260o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-238=20) o(260-270=11) i(292-320=29)	NQT(5)/o NLS(65)/m 
O76100	OR7AA_HUMAN Olfactory receptor 7A10 OS=Homo sapiens GN=OR7A10 PE=2 SV=1	309	o26-48i61-83o98-120i140-162o197-219i238-260o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-238=20) o(260-270=11) i(292-309=18)	NNT(5)/o NLS(65)/m 
Q8NGA1	OR1M1_HUMAN Olfactory receptor 1M1 OS=Homo sapiens GN=OR1M1 PE=2 SV=1	313	o26-48i61-83o98-120i140-162o197-219i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-238=20) o(260-275=16) i(292-313=22)	NQT(5)/o NLS(65)/m 
Q96RA2	OR7D2_HUMAN Olfactory receptor 7D2 OS=Homo sapiens GN=OR7D2 PE=2 SV=2	312	o26-48i61-83o98-120i140-162o197-219i239-261o271-290i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-239=21) o(261-271=11) i(290-312=23)	NQT(5)/o NLS(65)/m NST(195)/o 
Q8NGS2	OR1J2_HUMAN Olfactory receptor 1J2 OS=Homo sapiens GN=OR1J2 PE=2 SV=1	313	o26-48i61-83o98-120i140-162o197-219i240-262o272-294i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-240=22) o(262-272=11) i(294-313=20)	NQS(5)/o 
Q8NG99	OR7G2_HUMAN Olfactory receptor 7G2 OS=Homo sapiens GN=OR7G2 PE=2 SV=1	324	o26-48i61-83o98-120i140-162o197-219i241-263o273-292i304-323o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-197=36) i(219-241=23) o(263-273=11) i(292-304=13) o(323-324=22)	NQT(5)/o NLS(65)/m NRS(89)/o 
Q8NGV0	OR2Y1_HUMAN Olfactory receptor 2Y1 OS=Homo sapiens GN=OR2Y1 PE=2 SV=1	311	o26-48i61-83o98-120i140-162o198-220i240-262o272-291i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-240=21) o(262-272=11) i(291-311=21)	NTS(5)/o NYS(264)/o 
Q8NGU1	OR9A1_HUMAN Putative olfactory receptor 9A1 OS=Homo sapiens GN=OR9A1P PE=5 SV=2	263	o26-48i61-83o98-120i140-162o198-220i241-260o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(260-263=21)	NYS(4)/o NSS(137)/i 
A3KFT3	OR2M5_HUMAN Olfactory receptor 2M5 OS=Homo sapiens GN=OR2M5 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o198-220i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(263-273=11) i(292-312=21)	NQT(5)/o NHS(19)/o NDT(190)/o 
O43749	OR1F1_HUMAN Olfactory receptor 1F1 OS=Homo sapiens GN=OR1F1 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o198-220i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(263-273=11) i(292-312=21)	NQS(5)/o NLS(65)/m 
O95371	OR2C1_HUMAN Olfactory receptor 2C1 OS=Homo sapiens GN=OR2C1 PE=2 SV=3	312	o26-48i61-83o98-120i140-162o198-220i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(263-273=11) i(292-312=21)	NDS(5)/o NST(42)/m NLS(65)/m 
Q8NG81	OR2M7_HUMAN Olfactory receptor 2M7 OS=Homo sapiens GN=OR2M7 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o198-220i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(263-273=11) i(292-312=21)	NQT(5)/o NHS(19)/o NDT(190)/o 
Q8NG83	OR2M3_HUMAN Olfactory receptor 2M3 OS=Homo sapiens GN=OR2M3 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o198-220i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-198=37) i(220-241=22) o(263-273=11) i(292-312=21)	NST(5)/o NHS(19)/o 
Q9P1Q5	OR1A1_HUMAN Olfactory receptor 1A1 OS=Homo sapiens GN=OR1A1 PE=2 SV=2	309	o26-48i61-83o98-120i140-162o199-221i233-255o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-233=13) o(255-270=16) i(292-309=18)	NQS(5)/o NLS(65)/m NYS(264)/o 
Q9Y585	OR1A2_HUMAN Olfactory receptor 1A2 OS=Homo sapiens GN=OR1A2 PE=2 SV=1	309	o26-48i61-83o98-120i140-162o199-221i233-255o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-233=13) o(255-270=16) i(292-309=18)	NQS(5)/o NLS(65)/m NTS(153)/m 
Q7Z3T1	OR2W3_HUMAN Olfactory receptor 2W3 OS=Homo sapiens GN=OR2W3 PE=2 SV=2	314	o26-48i61-83o98-120i140-162o199-221i241-260o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(260-270=11) i(292-314=23)	NGS(5)/o NTT(42)/m 
P34982	OR1D2_HUMAN Olfactory receptor 1D2 OS=Homo sapiens GN=OR1D2 PE=1 SV=2	312	o26-48i61-83o98-120i140-162o199-221i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-312=21)	NQS(5)/o NLS(65)/m NHT(195)/o 
Q5TZ20	OR2G6_HUMAN Olfactory receptor 2G6 OS=Homo sapiens GN=OR2G6 PE=2 SV=1	316	o26-48i61-83o98-120i140-162o199-221i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-316=25)	NNS(5)/o NSS(6)/o NLS(65)/m 
Q6IEU7	OR5MA_HUMAN Olfactory receptor 5M10 OS=Homo sapiens GN=OR5M10 PE=2 SV=1	315	o26-48i61-83o98-120i140-162o199-221i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-315=24)	NHT(5)/o NVT(76)/m 
Q9Y3N9	OR2W1_HUMAN Olfactory receptor 2W1 OS=Homo sapiens GN=OR2W1 PE=2 SV=1	320	o26-48i61-83o98-120i140-162o199-221i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-320=29)	NYS(5)/o NLS(65)/m 
O14581	OR7AH_HUMAN Olfactory receptor 7A17 OS=Homo sapiens GN=OR7A17 PE=2 SV=1	309	o26-48i61-83o98-120i140-162o200-222i243-265o270-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-200=39) i(222-243=22) o(265-270=6) i(292-309=18)	NDT(5)/o NLS(65)/m 
P58180	OR4D2_HUMAN Olfactory receptor 4D2 OS=Homo sapiens GN=OR4D2 PE=2 SV=1	307	o26-48i61-83o98-120i140-162o203-225i237-259o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-203=42) i(225-237=13) o(259-307=18)	NLT(5)/o 
Q8NGP2	OR8J1_HUMAN Olfactory receptor 8J1 OS=Homo sapiens GN=OR8J1 PE=2 SV=2	316	o26-48i61-83o98-120i140-162o203-225i237-259o274-293i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-203=42) i(225-237=13) o(259-274=16) i(293-316=24)	NFT(5)/o NST(73)/m NHS(265)/o 
Q8NGD4	OR4K1_HUMAN Olfactory receptor 4K1 OS=Homo sapiens GN=OR4K1 PE=2 SV=1	311	o26-48i61-83o98-120i140-162o203-225i238-260o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-203=42) i(225-238=14) o(260-270=11) i(289-311=23)	NES(5)/o NLS(65)/m 
Q8NGN0	OR4D5_HUMAN Olfactory receptor 4D5 OS=Homo sapiens GN=OR4D5 PE=2 SV=1	318	o26-48i61-83o98-120i140-162o203-225i238-260o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-203=42) i(225-238=14) o(260-270=11) i(289-318=30)	NHS(5)/o NLS(65)/m NQT(137)/i 
A6NM03	O2AG2_HUMAN Olfactory receptor 2AG2 OS=Homo sapiens GN=OR2AG2 PE=2 SV=1	316	o26-48i61-83o98-120i140-162o204-226i238-260o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-273=14) i(292-316=25)	NST(5)/o NDS(19)/o 
Q9H205	O2AG1_HUMAN Olfactory receptor 2AG1 OS=Homo sapiens GN=OR2AG1 PE=2 SV=2	316	o26-48i61-83o98-120i140-162o204-226i238-260o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-273=14) i(292-316=25)	NFT(5)/o NDS(19)/o 
Q8NGE5	O10A7_HUMAN Olfactory receptor 10A7 OS=Homo sapiens GN=OR10A7 PE=2 SV=1	316	o26-48i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-316=25)	NHT(5)/o NLS(65)/m NRS(137)/i NQS(265)/o 
Q8NGP8	OR5M1_HUMAN Olfactory receptor 5M1 OS=Homo sapiens GN=OR5M1 PE=2 SV=1	315	o26-48i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-315=24)	NHT(5)/o NVT(76)/m NLS(206)/m 
Q8NGP9	O5AR1_HUMAN Olfactory receptor 5AR1 OS=Homo sapiens GN=OR5AR1 PE=1 SV=1	310	o26-48i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-310=19)	NSS(5)/o NLS(65)/m 
Q8NGT2	O13J1_HUMAN Olfactory receptor 13J1 OS=Homo sapiens GN=OR13J1 PE=2 SV=1	312	o26-48i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-312=21)	NRT(5)/o NLS(65)/m NTS(191)/o 
Q8NGS5	O13C4_HUMAN Olfactory receptor 13C4 OS=Homo sapiens GN=OR13C4 PE=2 SV=1	318	o26-48i61-83o98-120i140-162o204-226i238-260o280-298i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-280=21) i(298-318=21)	NQT(5)/o NLS(65)/m NIS(91)/o NST(155)/m 
Q9Y271	CLTR1_HUMAN Cysteinyl leukotriene receptor 1 OS=Homo sapiens GN=CYSLTR1 PE=2 SV=1	337	o26-48i61-83o98-120i141-160o195-217i230-252o277-299i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(160-195=36) i(217-230=14) o(252-277=26) i(299-337=39)	NLT(6)/o NNT(169)/o NQT(180)/o NLS(224)/i NET(262)/o 
Q8NGC8	O11H7_HUMAN Olfactory receptor 11H7 OS=Homo sapiens GN=OR11H7 PE=3 SV=2	314	o26-48i61-83o98-120i141-163o194-216i237-259o274-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-194=32) i(216-237=22) o(259-274=16) i(292-314=23)	NNS(2)/o NFS(65)/m NLT(208)/m 
Q9H210	OR2D2_HUMAN Olfactory receptor 2D2 OS=Homo sapiens GN=OR2D2 PE=2 SV=4	308	o26-48i61-83o98-120i141-163o197-219i240-262o272-290i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-197=35) i(219-240=22) o(262-272=11) i(290-308=19)	NQT(5)/o NLS(65)/m 
Q8NGS3	OR1J1_HUMAN Olfactory receptor 1J1 OS=Homo sapiens GN=OR1J1 PE=2 SV=1	322	o26-48i61-83o98-120i141-163o197-219i240-262o272-294i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-197=35) i(219-240=22) o(262-272=11) i(294-322=29)	NQS(5)/o 
P59922	OR2B8_HUMAN Putative olfactory receptor 2B8 OS=Homo sapiens GN=OR2B8P PE=5 SV=1	312	o26-48i61-83o98-120i141-163o199-216i237-259o274-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-199=37) i(216-237=22) o(259-274=16) i(292-312=21)	NGS(5)/o NKT(42)/m NLS(65)/m NES(195)/o NYS(265)/o 
Q8NHA4	O2AE1_HUMAN Olfactory receptor 2AE1 OS=Homo sapiens GN=OR2AE1 PE=2 SV=1	323	o26-48i61-83o98-120i141-163o199-221i237-259o274-291i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-199=37) i(221-237=17) o(259-274=16) i(291-323=33)	NQT(5)/o 
O95013	O4F21_HUMAN Olfactory receptor 4F21 OS=Homo sapiens GN=OR4F21 PE=2 SV=2	312	o26-48i61-83o98-120i141-163o201-223i236-258o271-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-201=39) i(223-236=14) o(258-271=14) i(289-312=24)	NHS(5)/o 
Q6IEY1	OR4F3_HUMAN Olfactory receptor 4F3/4F16/4F29 OS=Homo sapiens GN=OR4F3 PE=2 SV=1	312	o26-48i61-83o98-120i141-163o201-223i236-258o271-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-201=39) i(223-236=14) o(258-271=14) i(289-312=24)	NHS(5)/o 
Q8NGS9	O13C2_HUMAN Olfactory receptor 13C2 OS=Homo sapiens GN=OR13C2 PE=2 SV=1	318	o26-48i61-83o98-120i141-163o203-225i237-259o279-298i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-237=13) o(259-279=21) i(298-318=21)	NHT(5)/o NGT(42)/m NLS(65)/m 
Q8NGT0	O13C9_HUMAN Olfactory receptor 13C9 OS=Homo sapiens GN=OR13C9 PE=2 SV=1	318	o26-48i61-83o98-120i141-163o203-225i237-259o279-298i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-237=13) o(259-279=21) i(298-318=21)	NQT(5)/o NGT(42)/m NLS(65)/m 
Q8NGB6	OR4M2_HUMAN Olfactory receptor 4M2 OS=Homo sapiens GN=OR4M2 PE=2 SV=2	313	o26-48i61-83o98-120i141-163o203-225i238-260o	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-238=14) o(260-313=21)	NYT(5)/o 
Q15615	OR4D1_HUMAN Olfactory receptor 4D1 OS=Homo sapiens GN=OR4D1 PE=2 SV=3	310	o26-48i61-83o98-120i141-163o203-225i238-260o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-238=14) o(260-270=11) i(289-310=22)	NTT(5)/o 
Q8NGB9	OR4F6_HUMAN Olfactory receptor 4F6 OS=Homo sapiens GN=OR4F6 PE=2 SV=1	312	o26-48i61-83o98-120i141-163o203-225i238-260o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-238=14) o(260-270=11) i(289-312=24)	NHS(5)/o NLS(65)/m NYS(307)/i 
Q8NGI4	OR4DB_HUMAN Olfactory receptor 4D11 OS=Homo sapiens GN=OR4D11 PE=2 SV=1	311	o26-48i61-83o98-120i141-163o203-225i238-260o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-203=41) i(225-238=14) o(260-270=11) i(289-311=23)	NVT(5)/o 
Q8NGS4	O13F1_HUMAN Olfactory receptor 13F1 OS=Homo sapiens GN=OR13F1 PE=2 SV=1	319	o26-48i61-83o98-120i141-163o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-204=42) i(226-238=13) o(260-275=16) i(292-319=28)	NWT(5)/o NLS(65)/m 
Q8NH18	OR5J2_HUMAN Olfactory receptor 5J2 OS=Homo sapiens GN=OR5J2 PE=2 SV=1	312	o26-48i61-83o98-120i141-163o204-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-204=42) i(226-238=13) o(260-275=16) i(292-312=21)	NFT(5)/o 
Q8NGI6	OR4DA_HUMAN Olfactory receptor 4D10 OS=Homo sapiens GN=OR4D10 PE=2 SV=1	311	o26-48i61-83o98-120i141-163o205-224i237-259o270-289i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-205=43) i(224-237=14) o(259-270=12) i(289-311=23)	NCT(5)/o NLS(65)/m 
Q8NGS8	O13C5_HUMAN Olfactory receptor 13C5 OS=Homo sapiens GN=OR13C5 PE=2 SV=1	318	o26-48i61-83o98-120i141-163o206-228i241-260o280-298i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-206=44) i(228-241=14) o(260-280=21) i(298-318=21)	NHT(5)/o NGT(42)/m NLS(65)/m 
Q8NGG0	OR8J3_HUMAN Olfactory receptor 8J3 OS=Homo sapiens GN=OR8J3 PE=2 SV=1	315	o26-48i61-83o98-120i141-163o207-226i238-260o275-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-141=22) o(163-207=45) i(226-238=13) o(260-275=16) i(292-315=24)	NFT(5)/o NST(73)/m NHS(265)/o 
Q8NGZ4	OR2G3_HUMAN Olfactory receptor 2G3 OS=Homo sapiens GN=OR2G3 PE=2 SV=1	309	o26-48i61-83o98-120i144-166o199-221i241-263o273-292i	o(1-26=26) i(48-61=14) o(83-98=16) i(120-144=25) o(166-199=34) i(221-241=21) o(263-273=11) i(292-309=18)	NES(5)/o NFT(42)/m NLS(65)/m 
Q9NYP7	ELOV5_HUMAN Elongation of very long chain fatty acids protein 5 OS=Homo sapiens GN=ELOVL5 PE=1 SV=1	299	o26-48i65-87o110-132i139-158o168-187i207-224o229-251i	o(1-26=26) i(48-65=18) o(87-110=24) i(132-139=8) o(158-168=11) i(187-207=21) o(224-229=6) i(251-299=49)	NGS(271)/i 
Q9NY91	SC5A4_HUMAN Low affinity sodium-glucose cotransporter OS=Homo sapiens GN=SLC5A4 PE=2 SV=1	659	o26-48i67-89o104-126i147-169o179-201i208-227o269-291i312-334o380-402i422-444o459-477i484-506o526-548i639-658o	o(1-26=26) i(48-67=20) o(89-104=16) i(126-147=22) o(169-179=11) i(201-208=8) o(227-269=43) i(291-312=22) o(334-380=47) i(402-422=21) o(444-459=16) i(477-484=8) o(506-526=21) i(548-639=92) o(658-659=22)	NAT(238)/o NLT(248)/o NST(565)/i 
O43760	SNG2_HUMAN Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1	224	o26-48i69-88o103-125i145-167o	o(1-26=26) i(48-69=22) o(88-103=16) i(125-145=21) o(167-224=8)	NAT(97)/o 
Q5T9Z0	TEDM1_HUMAN Transmembrane epididymal protein 1 OS=Homo sapiens GN=TEDDM1 PE=2 SV=1	273	o26-48i97-119o129-151i158-180o195-217i	o(1-26=26) i(48-97=50) o(119-129=11) i(151-158=8) o(180-195=16) i(217-273=57)	NAS(209)/m 
Q5VW38	GP107_HUMAN Protein GPR107 OS=Homo sapiens GN=GPR107 PE=1 SV=1	600	o265-284i297-319o334-356i369-388o403-425i493-515o525-544i	o(1-265=265) i(284-297=14) o(319-334=16) i(356-369=14) o(388-403=16) i(425-493=69) o(515-525=11) i(544-600=57)	NVS(70)/o NQT(169)/o NIS(211)/o NGS(587)/i 
Q2I0M4	LRC26_HUMAN Leucine-rich repeat-containing protein 26 OS=Homo sapiens GN=LRRC26 PE=1 SV=2	334	o265-287i	o(1-265=265) i(287-334=48)	NLS(147)/o 
Q5VU13	VSIG8_HUMAN V-set and immunoglobulin domain-containing protein 8 OS=Homo sapiens GN=VSIG8 PE=1 SV=1	414	o265-287i	o(1-265=265) i(287-414=128)	NVS(351)/i 
Q7Z419	R144B_HUMAN E3 ubiquitin-protein ligase RNF144B OS=Homo sapiens GN=RNF144B PE=1 SV=1	303	o265-287i	o(1-265=265) i(287-303=17)	NRT(254)/o 
Q9Y3Q4	HCN4_HUMAN Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 OS=Homo sapiens GN=HCN4 PE=1 SV=1	1203	o265-287i493-515o	o(1-265=265) i(287-493=207) o(515-1203=14)	NTT(291)/i NNS(458)/i 
P16422	EPCAM_HUMAN Epithelial cell adhesion molecule OS=Homo sapiens GN=EPCAM PE=1 SV=2	314	o266-288i	o(1-266=266) i(288-314=27)	NGS(74)/o NGT(111)/o NSS(198)/o 
A8MPY1	GBRR3_HUMAN Gamma-aminobutyric acid receptor subunit rho-3 OS=Homo sapiens GN=GABRR3 PE=2 SV=2	467	o266-288i295-317o332-354i449-466o	o(1-266=266) i(288-295=8) o(317-332=16) i(354-449=96) o(466-467=69)	NKS(126)/o NCS(197)/o NKS(220)/o 
Q5T2D2	TRML2_HUMAN Trem-like transcript 2 protein OS=Homo sapiens GN=TREML2 PE=1 SV=2	321	o267-289i	o(1-267=267) i(289-321=33)	NIT(89)/o NTS(108)/o 
P48167	GLRB_HUMAN Glycine receptor subunit beta OS=Homo sapiens GN=GLRB PE=1 SV=1	497	o267-289i296-318o328-350i479-496o	o(1-267=267) i(289-296=8) o(318-328=11) i(350-479=130) o(496-497=69)	NST(54)/o NCT(242)/o NGT(387)/i 
Q15822	ACHA2_HUMAN Neuronal acetylcholine receptor subunit alpha-2 OS=Homo sapiens GN=CHRNA2 PE=1 SV=2	529	o267-289i296-318o328-350i503-525o	o(1-267=267) i(289-296=8) o(318-328=11) i(350-503=154) o(525-529=69)	NTS(79)/o NIT(129)/o NAT(235)/o 
Q9HCN6	GPVI_HUMAN Platelet glycoprotein VI OS=Homo sapiens GN=GP6 PE=1 SV=4	339	o268-287i	o(1-268=268) i(287-339=53)	NGS(92)/o 
Q9BWM7	SFXN3_HUMAN Sideroflexin-3 OS=Homo sapiens GN=SFXN3 PE=1 SV=2	325	o268-290i	o(1-268=268) i(290-325=36)	NMT(103)/o NQS(127)/o NYS(135)/o NRS(138)/o 
Q9UK28	TM59L_HUMAN Transmembrane protein 59-like OS=Homo sapiens GN=TMEM59L PE=2 SV=1	342	o268-290i	o(1-268=268) i(290-342=53)	NAT(97)/o 
Q7Z6L0	PRRT2_HUMAN Proline-rich transmembrane protein 2 OS=Homo sapiens GN=PRRT2 PE=1 SV=1	340	o268-290i315-337o	o(1-268=268) i(290-315=26) o(337-340=154)	NTT(53)/o NCS(98)/o 
H3BV60	TGR3L_HUMAN Transforming growth factor-beta receptor type 3-like protein OS=Homo sapiens GN=TGFBR3L PE=2 SV=1	316	o269-291i	o(1-269=269) i(291-316=26)	NAS(163)/o 
Q9H756	LRC19_HUMAN Leucine-rich repeat-containing protein 19 OS=Homo sapiens GN=LRRC19 PE=2 SV=1	370	o269-291i	o(1-269=269) i(291-370=80)	NFT(32)/o NYT(37)/o NGT(62)/o NLS(95)/o NCS(179)/o NTS(192)/o NVT(195)/o NIT(202)/o NSS(251)/o NLT(256)/o 
Q9UN88	GBRT_HUMAN Gamma-aminobutyric acid receptor subunit theta OS=Homo sapiens GN=GABRQ PE=2 SV=2	632	o269-291i298-315o330-352i613-630o	o(1-269=269) i(291-298=8) o(315-330=16) i(352-613=262) o(630-632=69)	NLT(127)/o NIS(321)/o NES(501)/i NST(555)/i 
O15354	GPR37_HUMAN Probable G-protein coupled receptor 37 OS=Homo sapiens GN=GPR37 PE=1 SV=2	613	o269-291i298-320o335-357i378-400o443-465i494-516o531-553i	o(1-269=269) i(291-298=8) o(320-335=16) i(357-378=22) o(400-443=44) i(465-494=30) o(516-531=16) i(553-613=61)	NET(36)/o NGS(222)/o NST(239)/o NCS(375)/i NCT(491)/i 
O15118	NPC1_HUMAN Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2	1278	o269-291i351-373o621-643i656-678o683-705i736-758o763-785i1099-1118o1123-1145i1152-1174o1194-1216i1229-1251o	o(1-269=269) i(291-351=61) o(373-621=249) i(643-656=14) o(678-683=6) i(705-736=32) o(758-763=6) i(785-1099=315) o(1118-1123=6) i(1145-1152=8) o(1174-1194=21) i(1216-1229=14) o(1251-1278=92)	NVS(70)/o NVT(122)/o NQT(135)/o NAT(185)/o NAT(222)/o NAS(314)/i NIT(452)/o NET(459)/o NCT(478)/o NDT(524)/o NAT(557)/o NDT(572)/o NLT(598)/o NDS(916)/i NYT(931)/i NIT(961)/i NAS(968)/i NVT(1064)/i NGS(1072)/i 
